dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders,price,COGS
9/9/2021,3,0,9,12,0,5,1,1,0.64,0.5606,0.94,0,casual,4,3.99,1.24
9/9/2021,3,0,9,13,0,5,1,1,0.7,0.6667,0.79,0.0896,casual,14,3.99,1.24
9/9/2021,3,0,9,14,0,5,1,1,0.72,0.697,0.74,0.0896,casual,29,3.99,1.24
9/9/2021,3,0,9,15,0,5,1,1,0.74,0.697,0.66,0,casual,27,3.99,1.24
9/9/2021,3,0,9,16,0,5,1,1,0.74,0.697,0.66,0.1343,casual,41,3.99,1.24
9/9/2021,3,0,9,17,0,5,1,1,0.7,0.6667,0.79,0.2537,casual,54,3.99,1.24
9/9/2021,3,0,9,18,0,5,1,1,0.7,0.6667,0.79,0.194,casual,33,3.99,1.24
9/9/2021,3,0,9,19,0,5,1,1,0.66,0.5909,0.89,0.1642,casual,33,3.99,1.24
9/9/2021,3,0,9,20,0,5,1,1,0.64,0.5606,0.94,0.0896,casual,30,3.99,1.24
9/9/2021,3,0,9,21,0,5,1,1,0.66,0.5909,0.89,0,casual,49,3.99,1.24
9/9/2021,3,0,9,22,0,5,1,1,0.62,0.5455,0.94,0,casual,33,3.99,1.24
9/9/2021,3,0,9,23,0,5,1,1,0.62,0.5455,0.94,0.0896,casual,35,3.99,1.24
10/9/2021,3,0,9,0,0,6,0,1,0.62,0.5455,0.94,0,casual,32,3.99,1.24
10/9/2021,3,0,9,1,0,6,0,2,0.62,0.5455,0.94,0,casual,16,3.99,1.24
10/9/2021,3,0,9,2,0,6,0,2,0.6,0.5,0.97,0.1045,casual,18,3.99,1.24
10/9/2021,3,0,9,3,0,6,0,1,0.58,0.5455,1,0.1343,casual,8,3.99,1.24
10/9/2021,3,0,9,4,0,6,0,1,0.58,0.5455,0.94,0.0896,casual,3,3.99,1.24
10/9/2021,3,0,9,5,0,6,0,1,0.58,0.5455,0.94,0.1343,casual,2,3.99,1.24
10/9/2021,3,0,9,6,0,6,0,1,0.58,0.5455,0.94,0.1642,casual,0,3.99,1.24
10/9/2021,3,0,9,7,0,6,0,1,0.6,0.5455,0.88,0.1343,casual,9,3.99,1.24
10/9/2021,3,0,9,8,0,6,0,1,0.62,0.5758,0.83,0.1642,casual,16,3.99,1.24
10/9/2021,3,0,9,9,0,6,0,1,0.64,0.5909,0.78,0.2985,casual,39,3.99,1.24
10/9/2021,3,0,9,10,0,6,0,1,0.7,0.6515,0.65,0.2537,casual,85,3.99,1.24
10/9/2021,3,0,9,11,0,6,0,1,0.72,0.6818,0.62,0.2537,casual,108,3.99,1.24
10/9/2021,3,0,9,12,0,6,0,1,0.72,0.6818,0.62,0.2239,casual,144,3.99,1.24
10/9/2021,3,0,9,13,0,6,0,1,0.74,0.6818,0.55,0.2836,casual,131,3.99,1.24
10/9/2021,3,0,9,14,0,6,0,1,0.74,0.6818,0.55,0.2836,casual,129,3.99,1.24
10/9/2021,3,0,9,15,0,6,0,1,0.74,0.6818,0.55,0.2239,casual,217,3.99,1.24
10/9/2021,3,0,9,16,0,6,0,1,0.74,0.6818,0.55,0.194,casual,170,3.99,1.24
10/9/2021,3,0,9,17,0,6,0,1,0.74,0.6818,0.55,0.2239,casual,185,3.99,1.24
10/9/2021,3,0,9,18,0,6,0,1,0.72,0.6667,0.58,0.194,casual,119,3.99,1.24
10/9/2021,3,0,9,19,0,6,0,1,0.7,0.6515,0.58,0.1343,casual,101,3.99,1.24
10/9/2021,3,0,9,20,0,6,0,1,0.66,0.6212,0.69,0.1045,casual,78,3.99,1.24
10/9/2021,3,0,9,21,0,6,0,1,0.64,0.5909,0.78,0.0896,casual,59,3.99,1.24
10/9/2021,3,0,9,22,0,6,0,1,0.64,0.5909,0.78,0,casual,49,3.99,1.24
10/9/2021,3,0,9,23,0,6,0,2,0.62,0.5606,0.88,0,casual,32,3.99,1.24
11/9/2021,3,0,9,0,0,0,0,1,0.62,0.5606,0.88,0,casual,29,3.99,1.24
11/9/2021,3,0,9,1,0,0,0,2,0.62,0.5606,0.88,0,casual,22,3.99,1.24
11/9/2021,3,0,9,2,0,0,0,2,0.62,0.5909,0.78,0.194,casual,16,3.99,1.24
11/9/2021,3,0,9,3,0,0,0,2,0.62,0.5909,0.78,0.0896,casual,15,3.99,1.24
11/9/2021,3,0,9,4,0,0,0,1,0.6,0.5606,0.83,0.1343,casual,3,3.99,1.24
11/9/2021,3,0,9,5,0,0,0,1,0.6,0.5606,0.83,0.1343,casual,15,3.99,1.24
11/9/2021,3,0,9,6,0,0,0,1,0.58,0.5455,0.88,0.1045,casual,4,3.99,1.24
11/9/2021,3,0,9,7,0,0,0,1,0.6,0.5455,0.88,0,casual,9,3.99,1.24
11/9/2021,3,0,9,8,0,0,0,1,0.64,0.5909,0.78,0,casual,25,3.99,1.24
11/9/2021,3,0,9,9,0,0,0,1,0.66,0.6212,0.74,0,casual,59,3.99,1.24
11/9/2021,3,0,9,10,0,0,0,1,0.7,0.6515,0.65,0,casual,120,3.99,1.24
11/9/2021,3,0,9,11,0,0,0,1,0.7,0.6515,0.65,0,casual,144,3.99,1.24
11/9/2021,3,0,9,12,0,0,0,1,0.7,0.6515,0.65,0,casual,113,3.99,1.24
11/9/2021,3,0,9,13,0,0,0,1,0.74,0.6818,0.58,0.1045,casual,119,3.99,1.24
11/9/2021,3,0,9,14,0,0,0,1,0.72,0.6667,0.58,0.2836,casual,120,3.99,1.24
11/9/2021,3,0,9,15,0,0,0,1,0.74,0.6667,0.51,0.2985,casual,134,3.99,1.24
11/9/2021,3,0,9,16,0,0,0,1,0.72,0.6667,0.51,0.2985,casual,180,3.99,1.24
11/9/2021,3,0,9,17,0,0,0,1,0.72,0.6667,0.51,0.1343,casual,152,3.99,1.24
11/9/2021,3,0,9,18,0,0,0,1,0.68,0.6364,0.65,0.2985,casual,110,3.99,1.24
11/9/2021,3,0,9,19,0,0,0,1,0.64,0.6061,0.69,0.1045,casual,101,3.99,1.24
11/9/2021,3,0,9,20,0,0,0,1,0.62,0.5909,0.73,0.1045,casual,65,3.99,1.24
11/9/2021,3,0,9,21,0,0,0,1,0.64,0.6061,0.69,0,casual,45,3.99,1.24
11/9/2021,3,0,9,22,0,0,0,1,0.62,0.6061,0.69,0.3881,casual,21,3.99,1.24
11/9/2021,3,0,9,23,0,0,0,3,0.58,0.5455,0.78,0.0896,casual,12,3.99,1.24
12/9/2021,3,0,9,0,0,1,1,1,0.56,0.5303,0.88,0.0896,casual,5,3.99,1.24
12/9/2021,3,0,9,1,0,1,1,1,0.56,0.5303,0.88,0,casual,1,3.99,1.24
12/9/2021,3,0,9,2,0,1,1,1,0.56,0.5303,0.88,0,casual,2,3.99,1.24
12/9/2021,3,0,9,4,0,1,1,1,0.54,0.5152,0.94,0.1045,casual,0,3.99,1.24
12/9/2021,3,0,9,5,0,1,1,1,0.56,0.5303,0.83,0,casual,1,3.99,1.24
12/9/2021,3,0,9,6,0,1,1,1,0.56,0.5303,0.83,0,casual,1,3.99,1.24
12/9/2021,3,0,9,7,0,1,1,1,0.58,0.5455,0.83,0,casual,12,3.99,1.24
12/9/2021,3,0,9,8,0,1,1,1,0.6,0.5758,0.78,0.0896,casual,26,3.99,1.24
12/9/2021,3,0,9,9,0,1,1,1,0.64,0.6061,0.69,0,casual,21,3.99,1.24
12/9/2021,3,0,9,10,0,1,1,1,0.68,0.6364,0.62,0.1642,casual,40,3.99,1.24
12/9/2021,3,0,9,11,0,1,1,1,0.7,0.6515,0.58,0.194,casual,34,3.99,1.24
12/9/2021,3,0,9,12,0,1,1,1,0.72,0.6667,0.51,0.194,casual,37,3.99,1.24
12/9/2021,3,0,9,13,0,1,1,1,0.72,0.6667,0.54,0.1045,casual,43,3.99,1.24
12/9/2021,3,0,9,14,0,1,1,1,0.74,0.6667,0.51,0.1642,casual,60,3.99,1.24
12/9/2021,3,0,9,15,0,1,1,1,0.74,0.6667,0.48,0.0896,casual,60,3.99,1.24
12/9/2021,3,0,9,16,0,1,1,1,0.72,0.6667,0.48,0,casual,60,3.99,1.24
12/9/2021,3,0,9,17,0,1,1,1,0.72,0.6667,0.51,0.1642,casual,75,3.99,1.24
12/9/2021,3,0,9,18,0,1,1,1,0.7,0.6515,0.54,0.194,casual,56,3.99,1.24
12/9/2021,3,0,9,19,0,1,1,1,0.68,0.6364,0.57,0.1343,casual,63,3.99,1.24
12/9/2021,3,0,9,20,0,1,1,1,0.66,0.6212,0.65,0,casual,41,3.99,1.24
12/9/2021,3,0,9,21,0,1,1,1,0.64,0.6061,0.73,0.0896,casual,29,3.99,1.24
12/9/2021,3,0,9,22,0,1,1,1,0.62,0.5758,0.83,0.1642,casual,16,3.99,1.24
12/9/2021,3,0,9,23,0,1,1,1,0.62,0.5758,0.83,0.1045,casual,7,3.99,1.24
13/9/2021,3,0,9,0,0,2,1,1,0.6,0.5455,0.88,0.1045,casual,7,3.99,1.24
13/9/2021,3,0,9,1,0,2,1,1,0.58,0.5455,0.83,0.1045,casual,4,3.99,1.24
13/9/2021,3,0,9,2,0,2,1,1,0.6,0.5758,0.78,0,casual,2,3.99,1.24
13/9/2021,3,0,9,3,0,2,1,1,0.58,0.5455,0.83,0,casual,2,3.99,1.24
13/9/2021,3,0,9,4,0,2,1,1,0.56,0.5303,0.88,0,casual,2,3.99,1.24
13/9/2021,3,0,9,5,0,2,1,1,0.56,0.5303,0.88,0,casual,1,3.99,1.24
13/9/2021,3,0,9,6,0,2,1,1,0.56,0.5303,0.88,0.1045,casual,6,3.99,1.24
13/9/2021,3,0,9,7,0,2,1,1,0.58,0.5455,0.83,0.0896,casual,14,3.99,1.24
13/9/2021,3,0,9,8,0,2,1,1,0.6,0.5606,0.81,0.1045,casual,26,3.99,1.24
13/9/2021,3,0,9,9,0,2,1,1,0.64,0.6061,0.69,0.0896,casual,35,3.99,1.24
13/9/2021,3,0,9,10,0,2,1,1,0.68,0.6364,0.69,0.1343,casual,42,3.99,1.24
13/9/2021,3,0,9,11,0,2,1,1,0.7,0.6515,0.61,0.1642,casual,33,3.99,1.24
13/9/2021,3,0,9,12,0,2,1,1,0.72,0.6667,0.58,0.2239,casual,43,3.99,1.24
13/9/2021,3,0,9,13,0,2,1,1,0.74,0.6667,0.51,0.2836,casual,48,3.99,1.24
13/9/2021,3,0,9,14,0,2,1,1,0.74,0.6667,0.51,0.3284,casual,51,3.99,1.24
13/9/2021,3,0,9,15,0,2,1,1,0.74,0.6667,0.51,0.2985,casual,35,3.99,1.24
13/9/2021,3,0,9,16,0,2,1,1,0.74,0.6667,0.51,0.2239,casual,41,3.99,1.24
13/9/2021,3,0,9,17,0,2,1,1,0.74,0.6667,0.51,0.2239,casual,72,3.99,1.24
13/9/2021,3,0,9,18,0,2,1,1,0.7,0.6515,0.61,0.1642,casual,67,3.99,1.24
13/9/2021,3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,casual,55,3.99,1.24
13/9/2021,3,0,9,20,0,2,1,1,0.66,0.6212,0.74,0.194,casual,31,3.99,1.24
13/9/2021,3,0,9,21,0,2,1,1,0.64,0.5909,0.78,0.1642,casual,45,3.99,1.24
13/9/2021,3,0,9,22,0,2,1,1,0.64,0.5909,0.78,0.1343,casual,24,3.99,1.24
13/9/2021,3,0,9,23,0,2,1,1,0.64,0.5909,0.78,0.1045,casual,15,3.99,1.24
14/9/2021,3,0,9,0,0,3,1,1,0.62,0.5909,0.78,0.0896,casual,5,3.99,1.24
14/9/2021,3,0,9,1,0,3,1,1,0.62,0.5909,0.78,0.0896,casual,1,3.99,1.24
14/9/2021,3,0,9,2,0,3,1,1,0.6,0.5606,0.83,0,casual,1,3.99,1.24
14/9/2021,3,0,9,3,0,3,1,1,0.6,0.5455,0.88,0.1343,casual,1,3.99,1.24
14/9/2021,3,0,9,4,0,3,1,1,0.6,0.5606,0.83,0.0896,casual,1,3.99,1.24
14/9/2021,3,0,9,5,0,3,1,1,0.58,0.5455,0.88,0.1045,casual,1,3.99,1.24
14/9/2021,3,0,9,6,0,3,1,1,0.58,0.5455,0.88,0.1045,casual,7,3.99,1.24
14/9/2021,3,0,9,7,0,3,1,1,0.6,0.5606,0.83,0.1045,casual,20,3.99,1.24
14/9/2021,3,0,9,8,0,3,1,1,0.62,0.5758,0.83,0.1642,casual,33,3.99,1.24
14/9/2021,3,0,9,9,0,3,1,1,0.64,0.5909,0.78,0.1642,casual,19,3.99,1.24
14/9/2021,3,0,9,10,0,3,1,1,0.7,0.6515,0.7,0.1343,casual,27,3.99,1.24
14/9/2021,3,0,9,11,0,3,1,1,0.72,0.6818,0.66,0.1642,casual,43,3.99,1.24
14/9/2021,3,0,9,12,0,3,1,1,0.74,0.6818,0.58,0.2239,casual,56,3.99,1.24
14/9/2021,3,0,9,13,0,3,1,1,0.76,0.697,0.55,0.2537,casual,39,3.99,1.24
14/9/2021,3,0,9,14,0,3,1,1,0.78,0.7121,0.52,0.2239,casual,19,3.99,1.24
14/9/2021,3,0,9,15,0,3,1,1,0.78,0.7121,0.49,0.2537,casual,30,3.99,1.24
14/9/2021,3,0,9,16,0,3,1,1,0.76,0.697,0.52,0.2836,casual,36,3.99,1.24
14/9/2021,3,0,9,17,0,3,1,1,0.76,0.697,0.52,0.2836,casual,87,3.99,1.24
14/9/2021,3,0,9,18,0,3,1,1,0.72,0.6818,0.62,0.1642,casual,83,3.99,1.24
14/9/2021,3,0,9,19,0,3,1,2,0.7,0.6515,0.7,0.1045,casual,44,3.99,1.24
14/9/2021,3,0,9,20,0,3,1,2,0.72,0.6667,0.58,0.4179,casual,40,3.99,1.24
14/9/2021,3,0,9,21,0,3,1,2,0.66,0.6212,0.65,0.2239,casual,24,3.99,1.24
14/9/2021,3,0,9,22,0,3,1,2,0.66,0.6212,0.65,0.1343,casual,20,3.99,1.24
14/9/2021,3,0,9,23,0,3,1,2,0.64,0.6061,0.69,0.1045,casual,10,3.99,1.24
15/9/2021,3,0,9,0,0,4,1,1,0.64,0.6061,0.69,0.1343,casual,3,3.99,1.24
15/9/2021,3,0,9,1,0,4,1,1,0.64,0.6061,0.69,0.1642,casual,0,3.99,1.24
15/9/2021,3,0,9,2,0,4,1,1,0.62,0.5909,0.73,0.1045,casual,0,3.99,1.24
15/9/2021,3,0,9,3,0,4,1,1,0.62,0.5909,0.73,0.0896,casual,3,3.99,1.24
15/9/2021,3,0,9,4,0,4,1,1,0.6,0.5758,0.78,0.1045,casual,2,3.99,1.24
15/9/2021,3,0,9,5,0,4,1,1,0.6,0.5758,0.78,0,casual,1,3.99,1.24
15/9/2021,3,0,9,6,0,4,1,2,0.6,0.5606,0.83,0.2537,casual,5,3.99,1.24
15/9/2021,3,0,9,7,0,4,1,2,0.62,0.5909,0.78,0.194,casual,17,3.99,1.24
15/9/2021,3,0,9,8,0,4,1,1,0.64,0.6061,0.73,0.1343,casual,27,3.99,1.24
15/9/2021,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,casual,23,3.99,1.24
15/9/2021,3,0,9,10,0,4,1,2,0.66,0.6212,0.69,0.2537,casual,25,3.99,1.24
15/9/2021,3,0,9,11,0,4,1,2,0.68,0.6364,0.65,0.1343,casual,39,3.99,1.24
15/9/2021,3,0,9,12,0,4,1,2,0.66,0.6212,0.69,0.2985,casual,31,3.99,1.24
15/9/2021,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,casual,38,3.99,1.24
15/9/2021,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,casual,36,3.99,1.24
15/9/2021,3,0,9,15,0,4,1,2,0.6,0.5909,0.69,0.4179,casual,25,3.99,1.24
15/9/2021,3,0,9,16,0,4,1,2,0.54,0.5152,0.77,0.4627,casual,29,3.99,1.24
15/9/2021,3,0,9,17,0,4,1,3,0.48,0.4697,0.82,0.4627,casual,31,3.99,1.24
15/9/2021,3,0,9,18,0,4,1,3,0.48,0.4697,0.67,0.6119,casual,22,3.99,1.24
15/9/2021,3,0,9,19,0,4,1,1,0.46,0.4545,0.67,0.4627,casual,20,3.99,1.24
15/9/2021,3,0,9,20,0,4,1,1,0.46,0.4545,0.63,0.3284,casual,25,3.99,1.24
15/9/2021,3,0,9,21,0,4,1,1,0.46,0.4545,0.63,0.3284,casual,11,3.99,1.24
15/9/2021,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,casual,7,3.99,1.24
15/9/2021,3,0,9,23,0,4,1,1,0.44,0.4394,0.67,0.2239,casual,8,3.99,1.24
16/9/2021,3,0,9,0,0,5,1,1,0.42,0.4242,0.71,0.2239,casual,5,3.99,1.24
16/9/2021,3,0,9,1,0,5,1,1,0.42,0.4242,0.67,0.194,casual,7,3.99,1.24
16/9/2021,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,casual,3,3.99,1.24
16/9/2021,3,0,9,3,0,5,1,1,0.4,0.4091,0.71,0.2537,casual,2,3.99,1.24
16/9/2021,3,0,9,4,0,5,1,1,0.4,0.4091,0.71,0.2836,casual,1,3.99,1.24
16/9/2021,3,0,9,5,0,5,1,1,0.38,0.3939,0.76,0.194,casual,2,3.99,1.24
16/9/2021,3,0,9,6,0,5,1,1,0.38,0.3939,0.71,0.2239,casual,6,3.99,1.24
16/9/2021,3,0,9,7,0,5,1,1,0.4,0.4091,0.71,0.2836,casual,16,3.99,1.24
16/9/2021,3,0,9,8,0,5,1,1,0.42,0.4242,0.67,0.2239,casual,23,3.99,1.24
16/9/2021,3,0,9,9,0,5,1,1,0.46,0.4545,0.55,0.2537,casual,21,3.99,1.24
16/9/2021,3,0,9,10,0,5,1,2,0.5,0.4848,0.51,0.2836,casual,36,3.99,1.24
16/9/2021,3,0,9,11,0,5,1,2,0.5,0.4848,0.51,0.1343,casual,40,3.99,1.24
16/9/2021,3,0,9,12,0,5,1,2,0.52,0.5,0.45,0,casual,39,3.99,1.24
16/9/2021,3,0,9,13,0,5,1,2,0.54,0.5152,0.42,0,casual,55,3.99,1.24
16/9/2021,3,0,9,14,0,5,1,2,0.54,0.5152,0.45,0.1642,casual,49,3.99,1.24
16/9/2021,3,0,9,15,0,5,1,2,0.54,0.5152,0.45,0.2239,casual,38,3.99,1.24
16/9/2021,3,0,9,16,0,5,1,2,0.52,0.5,0.48,0.1642,casual,67,3.99,1.24
16/9/2021,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,casual,86,3.99,1.24
16/9/2021,3,0,9,18,0,5,1,2,0.52,0.5,0.52,0.1642,casual,55,3.99,1.24
16/9/2021,3,0,9,19,0,5,1,2,0.5,0.4848,0.55,0.1642,casual,59,3.99,1.24
16/9/2021,3,0,9,20,0,5,1,2,0.5,0.4848,0.55,0,casual,41,3.99,1.24
16/9/2021,3,0,9,21,0,5,1,2,0.5,0.4848,0.63,0,casual,39,3.99,1.24
16/9/2021,3,0,9,22,0,5,1,1,0.48,0.4697,0.67,0.0896,casual,32,3.99,1.24
16/9/2021,3,0,9,23,0,5,1,1,0.5,0.4848,0.59,0,casual,20,3.99,1.24
17/9/2021,3,0,9,0,0,6,0,1,0.46,0.4545,0.72,0.1642,casual,28,3.99,1.24
17/9/2021,3,0,9,1,0,6,0,1,0.46,0.4545,0.72,0.1045,casual,28,3.99,1.24
17/9/2021,3,0,9,2,0,6,0,1,0.46,0.4545,0.82,0.0896,casual,18,3.99,1.24
17/9/2021,3,0,9,3,0,6,0,1,0.46,0.4545,0.72,0.1343,casual,7,3.99,1.24
17/9/2021,3,0,9,4,0,6,0,1,0.46,0.4545,0.72,0.1343,casual,1,3.99,1.24
17/9/2021,3,0,9,5,0,6,0,1,0.46,0.4545,0.72,0.1642,casual,2,3.99,1.24
17/9/2021,3,0,9,6,0,6,0,2,0.46,0.4545,0.72,0.2239,casual,5,3.99,1.24
17/9/2021,3,0,9,7,0,6,0,2,0.46,0.4545,0.77,0.194,casual,4,3.99,1.24
17/9/2021,3,0,9,8,0,6,0,2,0.46,0.4545,0.77,0.2537,casual,27,3.99,1.24
17/9/2021,3,0,9,9,0,6,0,2,0.48,0.4697,0.67,0.2239,casual,32,3.99,1.24
17/9/2021,3,0,9,10,0,6,0,2,0.5,0.4848,0.68,0.2836,casual,72,3.99,1.24
17/9/2021,3,0,9,11,0,6,0,2,0.52,0.5,0.68,0.2239,casual,119,3.99,1.24
17/9/2021,3,0,9,12,0,6,0,2,0.52,0.5,0.67,0.2239,casual,115,3.99,1.24
17/9/2021,3,0,9,13,0,6,0,2,0.52,0.5,0.68,0.194,casual,124,3.99,1.24
17/9/2021,3,0,9,14,0,6,0,2,0.52,0.5,0.72,0.194,casual,123,3.99,1.24
17/9/2021,3,0,9,15,0,6,0,2,0.52,0.5,0.72,0.194,casual,148,3.99,1.24
17/9/2021,3,0,9,16,0,6,0,1,0.54,0.5152,0.68,0.2537,casual,116,3.99,1.24
17/9/2021,3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,casual,141,3.99,1.24
17/9/2021,3,0,9,18,0,6,0,2,0.52,0.5,0.72,0.2239,casual,95,3.99,1.24
17/9/2021,3,0,9,19,0,6,0,1,0.52,0.5,0.68,0.1343,casual,70,3.99,1.24
17/9/2021,3,0,9,20,0,6,0,1,0.52,0.5,0.68,0.1343,casual,43,3.99,1.24
17/9/2021,3,0,9,21,0,6,0,2,0.5,0.4848,0.72,0.194,casual,49,3.99,1.24
17/9/2021,3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,casual,31,3.99,1.24
17/9/2021,3,0,9,23,0,6,0,1,0.46,0.4545,0.82,0.1642,casual,36,3.99,1.24
18/9/2021,3,0,9,0,0,0,0,1,0.46,0.4545,0.77,0.2239,casual,24,3.99,1.24
18/9/2021,3,0,9,1,0,0,0,1,0.46,0.4545,0.77,0.2239,casual,13,3.99,1.24
18/9/2021,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,casual,21,3.99,1.24
18/9/2021,3,0,9,3,0,0,0,1,0.44,0.4394,0.82,0.194,casual,11,3.99,1.24
18/9/2021,3,0,9,4,0,0,0,1,0.44,0.4394,0.77,0.2239,casual,1,3.99,1.24
18/9/2021,3,0,9,5,0,0,0,1,0.44,0.4394,0.77,0.2239,casual,1,3.99,1.24
18/9/2021,3,0,9,6,0,0,0,1,0.44,0.4394,0.77,0.2537,casual,2,3.99,1.24
18/9/2021,3,0,9,7,0,0,0,1,0.46,0.4545,0.72,0.2239,casual,15,3.99,1.24
18/9/2021,3,0,9,8,0,0,0,1,0.46,0.4545,0.72,0.2537,casual,16,3.99,1.24
18/9/2021,3,0,9,9,0,0,0,1,0.48,0.4697,0.67,0.2537,casual,46,3.99,1.24
18/9/2021,3,0,9,10,0,0,0,1,0.5,0.4848,0.72,0.1642,casual,82,3.99,1.24
18/9/2021,3,0,9,11,0,0,0,1,0.52,0.5,0.68,0.2239,casual,116,3.99,1.24
18/9/2021,3,0,9,12,0,0,0,1,0.54,0.5152,0.64,0.1343,casual,135,3.99,1.24
18/9/2021,3,0,9,13,0,0,0,1,0.56,0.5303,0.6,0.1343,casual,162,3.99,1.24
18/9/2021,3,0,9,14,0,0,0,2,0.58,0.5455,0.56,0.1343,casual,127,3.99,1.24
18/9/2021,3,0,9,15,0,0,0,2,0.58,0.5455,0.6,0.1343,casual,132,3.99,1.24
18/9/2021,3,0,9,16,0,0,0,2,0.56,0.5303,0.64,0.1642,casual,134,3.99,1.24
18/9/2021,3,0,9,17,0,0,0,2,0.56,0.5303,0.64,0.194,casual,95,3.99,1.24
18/9/2021,3,0,9,18,0,0,0,2,0.56,0.5303,0.6,0.1045,casual,66,3.99,1.24
18/9/2021,3,0,9,19,0,0,0,2,0.54,0.5152,0.68,0.1045,casual,54,3.99,1.24
18/9/2021,3,0,9,20,0,0,0,2,0.54,0.5152,0.68,0.0896,casual,44,3.99,1.24
18/9/2021,3,0,9,21,0,0,0,2,0.54,0.5152,0.68,0.0896,casual,37,3.99,1.24
18/9/2021,3,0,9,22,0,0,0,2,0.54,0.5152,0.68,0.0896,casual,9,3.99,1.24
18/9/2021,3,0,9,23,0,0,0,1,0.54,0.5152,0.68,0.194,casual,10,3.99,1.24
19/9/2021,3,0,9,0,0,1,1,2,0.52,0.5,0.72,0.1642,casual,14,3.99,1.24
19/9/2021,3,0,9,1,0,1,1,2,0.52,0.5,0.72,0.1045,casual,3,3.99,1.24
19/9/2021,3,0,9,2,0,1,1,2,0.52,0.5,0.72,0.1343,casual,6,3.99,1.24
19/9/2021,3,0,9,3,0,1,1,2,0.5,0.4848,0.77,0.1343,casual,1,3.99,1.24
19/9/2021,3,0,9,4,0,1,1,2,0.5,0.4848,0.77,0.1642,casual,2,3.99,1.24
19/9/2021,3,0,9,5,0,1,1,2,0.5,0.4848,0.77,0.194,casual,2,3.99,1.24
19/9/2021,3,0,9,6,0,1,1,1,0.5,0.4848,0.77,0.2239,casual,6,3.99,1.24
19/9/2021,3,0,9,7,0,1,1,2,0.5,0.4848,0.82,0.2239,casual,20,3.99,1.24
19/9/2021,3,0,9,8,0,1,1,2,0.52,0.5,0.77,0.1343,casual,29,3.99,1.24
19/9/2021,3,0,9,9,0,1,1,2,0.54,0.5152,0.68,0.1642,casual,32,3.99,1.24
19/9/2021,3,0,9,10,0,1,1,2,0.56,0.5303,0.64,0.1343,casual,21,3.99,1.24
19/9/2021,3,0,9,11,0,1,1,2,0.58,0.5455,0.64,0.1642,casual,41,3.99,1.24
19/9/2021,3,0,9,12,0,1,1,2,0.58,0.5455,0.6,0.0896,casual,51,3.99,1.24
19/9/2021,3,0,9,13,0,1,1,2,0.6,0.6061,0.6,0,casual,53,3.99,1.24
19/9/2021,3,0,9,14,0,1,1,2,0.6,0.6061,0.6,0.194,casual,45,3.99,1.24
19/9/2021,3,0,9,15,0,1,1,2,0.6,0.6061,0.6,0.2239,casual,44,3.99,1.24
19/9/2021,3,0,9,16,0,1,1,2,0.6,0.6061,0.6,0.1642,casual,55,3.99,1.24
19/9/2021,3,0,9,17,0,1,1,2,0.58,0.5455,0.64,0.1343,casual,85,3.99,1.24
19/9/2021,3,0,9,18,0,1,1,2,0.56,0.5303,0.68,0.1343,casual,56,3.99,1.24
19/9/2021,3,0,9,19,0,1,1,2,0.56,0.5303,0.68,0.1045,casual,41,3.99,1.24
19/9/2021,3,0,9,20,0,1,1,2,0.56,0.5303,0.68,0.1343,casual,27,3.99,1.24
19/9/2021,3,0,9,21,0,1,1,2,0.56,0.5303,0.68,0.1642,casual,19,3.99,1.24
19/9/2021,3,0,9,22,0,1,1,2,0.56,0.5303,0.68,0.1642,casual,25,3.99,1.24
19/9/2021,3,0,9,23,0,1,1,2,0.56,0.5303,0.73,0.194,casual,13,3.99,1.24
20/9/2021,3,0,9,0,0,2,1,2,0.56,0.5303,0.73,0.1642,casual,4,3.99,1.24
20/9/2021,3,0,9,1,0,2,1,2,0.54,0.5152,0.88,0.1642,casual,3,3.99,1.24
20/9/2021,3,0,9,2,0,2,1,2,0.54,0.5152,0.88,0.1642,casual,1,3.99,1.24
20/9/2021,3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,casual,0,3.99,1.24
20/9/2021,3,0,9,4,0,2,1,1,0.54,0.5152,0.88,0.194,casual,2,3.99,1.24
20/9/2021,3,0,9,5,0,2,1,2,0.54,0.5152,0.88,0.194,casual,1,3.99,1.24
20/9/2021,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.194,casual,3,3.99,1.24
20/9/2021,3,0,9,7,0,2,1,2,0.54,0.5152,0.88,0.1642,casual,23,3.99,1.24
20/9/2021,3,0,9,8,0,2,1,3,0.54,0.5152,0.94,0.2537,casual,13,3.99,1.24
20/9/2021,3,0,9,9,0,2,1,3,0.54,0.5152,0.94,0.2239,casual,5,3.99,1.24
